Majority protein IDs,Lead protein ID,Protein names,Gene names,Class,nRatio H/L AP4B1_1_03K,nRatio H/L AP4B1_1_06K,nRatio H/L AP4B1_1_12K,nRatio H/L AP4B1_1_24K,nRatio H/L AP4B1_1_80K,nRatio H/L AP4B1_2_03K,nRatio H/L AP4B1_2_06K,nRatio H/L AP4B1_2_12K,nRatio H/L AP4B1_2_24K,nRatio H/L AP4B1_2_80K,nRatio H/L AP4E1_1_03K,nRatio H/L AP4E1_1_06K,nRatio H/L AP4E1_1_12K,nRatio H/L AP4E1_1_24K,nRatio H/L AP4E1_1_80K,nRatio H/L AP4E1_2_03K,nRatio H/L AP4E1_2_06K,nRatio H/L AP4E1_2_12K,nRatio H/L AP4E1_2_24K,nRatio H/L AP4E1_2_80K,nRatio H/L WT_1_03K,nRatio H/L WT_1_06K,nRatio H/L WT_1_12K,nRatio H/L WT_1_24K,nRatio H/L WT_1_80K,nRatio H/L WT_2_03K,nRatio H/L WT_2_06K,nRatio H/L WT_2_12K,nRatio H/L WT_2_24K,nRatio H/L WT_2_80K
Q9GZL7,Q9GZL7,Ribosome biogenesis protein WDR12,WDR12,,0.303722996,3.262840325,1.520987654,1.042605677,0.586121848,0.968995277,4.346473454,2.159387767,1.23843315,0.78325966,0.593360118,3.055865922,1.177531504,0.928737504,0.673667502,0.554129652,2.402269673,1.235534188,0.753103773,0.520156706,0.736325964,3.038931108,1.505120337,1.208709439,0.706387802,0.809420689,2.200128838,1.621978457,1.273387069,0.837267962
Q9BV38,Q9BV38,WD repeat-containing protein 18,WDR18,,0.682809933,5.65055433,1.443043043,0.771178877,0.304129088,1.439369411,6.309168065,2.200701997,0.908768356,0.45848783,1.484730455,5.568399943,1.383600898,0.815991698,0.397801362,1.210086168,3.828131999,1.349305932,0.556120799,0.25920589,1.558065693,7.13712677,1.589116049,0.901793327,0.462966349,1.945943415,5.55908668,1.758628657,0.923443029,0.476281805
Q8NEZ3,Q8NEZ3,WD repeat-containing protein 19,WDR19,,2.561828709,2.682619183,1.115448782,0.713697781,0.66051905,1.538513068,1.681607925,1.026353645,0.695467438,0.701745583,2.312703361,2.533877668,0.974099776,0.779736493,0.627385903,1.781398627,2.104225773,1.043308283,0.712829712,0.612255007,1.941363248,2.311507213,1.133646346,0.631800726,0.671432228,2.228283136,1.831508124,1.053669861,0.689024046,0.645709105
Q96S15-2;Q96S15,Q96S15,WD repeat-containing protein 24,WDR24,,1.449306557,2.181472165,0.829015682,0.581033842,0.517037855,3.001105318,2.99575641,0.939800909,0.498636617,0.419903363,5.220226605,2.293224466,0.798991887,0.57859892,0.547678705,3.47974067,2.940719725,1.021304135,0.579245449,0.523736618,3.652747962,3.295360065,0.892262191,0.593186062,0.557972869,3.492842009,2.3739174,0.837131006,0.655188397,0.483848845
Q9H7D7;Q9H7D7-2,Q9H7D7,WD repeat-containing protein 26,WDR26,,0.980993995,1.188560807,1.791658325,0.881157803,0.731480459,0.781269887,1.08045083,0.774601531,0.868293965,0.710787093,1.157497664,1.322976651,1.056295529,1.016209755,0.725931076,0.903119702,1.062042706,0.951091622,0.987431999,0.770424073,1.126332721,1.729509751,0.718784428,0.694866646,0.698453326,0.939329736,0.879092406,0.878258095,1.031947726,0.746568098
Q9UNX4,Q9UNX4,WD repeat-containing protein 3,WDR3,,0.474497227,3.904284903,1.281014348,0.823044502,0.5664642,1.225116393,5.99983626,1.993785603,0.95383116,0.752392086,0.933894501,3.848445781,1.36419817,0.776991081,0.606711357,0.797406704,3.470210542,1.159378178,0.66060517,0.455166669,1.070470541,4.772379188,1.477940035,0.892914773,0.716686777,1.187769961,3.763796435,1.348127936,0.827328533,0.650230731
Q9P2L0;Q9P2L0-2,Q9P2L0,WD repeat-containing protein 35,WDR35,,2.244846711,2.164949214,1.065679012,0.688843436,0.609301184,1.32816774,1.931993396,1.119166811,0.610171162,0.488171277,2.042169455,1.67397221,0.933871914,0.718378499,0.631059046,1.974435336,2.579662535,1.116783115,0.574434675,0.545047226,2.150412897,1.927447234,0.909253577,0.624740161,0.612222263,2.483231689,2.396821988,0.964484151,0.605005822,0.525252525
Q8NI36,Q8NI36,WD repeat-containing protein 36,WDR36,,0.388112816,2.816278058,1.200053387,0.827172431,0.552929628,1.106110509,5.214976735,2.184820761,1.076108501,0.819676573,0.841506422,3.380031514,1.174548593,0.863307368,0.624880295,0.805166272,3.558309691,1.298257895,0.700326403,0.418500715,1.005519246,4.16733521,1.407061259,0.977387873,0.696430095,1.181448922,3.673895927,1.337455578,0.82144997,0.621473655
Q9Y2I8;Q9Y2I8-2;Q9Y2I8-3,Q9Y2I8,WD repeat-containing protein 37,WDR37,,0.927039612,1.803804705,1.115782449,0.807970745,0.544045647,0.572320163,1.858037578,1.166004949,0.897959854,0.518537102,1.560992913,2.129637588,1.046103919,0.648232559,0.55013184,1.23930837,1.866656712,1.364230713,0.958602641,0.481655766,1.106587815,3.12922094,1.564863766,0.833174788,0.744292905,1.025974786,1.397509126,1.124668552,0.850639294,0.87750927
Q15061,Q15061,WD repeat-containing protein 43,WDR43,,0.569591826,3.088611703,1.168795462,0.76418743,0.450788392,1.210155526,3.779251436,1.735542897,0.898835923,0.623763817,0.7667583,3.187652199,1.306556189,0.862374716,0.584003463,0.680530597,3.084366134,1.237000251,0.738389155,0.442783325,1.025168478,3.172104964,1.322666272,0.902216115,0.620656453,1.071544792,3.323169422,1.31787125,0.879489469,0.559798212
Q5JSH3;Q5JSH3-2;Q5JSH3-4,Q5JSH3,WD repeat-containing protein 44,WDR44,,0.781047088,0.900943431,0.795155155,0.684517169,1.160377937,0.544966338,0.743528866,0.541481098,0.745677147,1.124719648,0.679554431,0.769531586,0.772283791,0.8128128,1.489852943,0.788605754,0.706152008,0.700896808,0.939971182,1.214918551,0.693236383,0.729101332,0.624511072,0.71696438,1.298036491,0.792271945,0.750798082,0.648736371,0.614648925,1.418790901
Q5MNZ6,Q5MNZ6,WD repeat domain phosphoinositide-interacting protein 3,WDR45B,,3.01183122,0.835161431,0.577817818,1.826205529,5.326461746,2.038920585,0.850396387,0.531445998,1.822223682,4.067274451,2.367001139,0.725870219,0.584940445,2.084542935,4.198008632,2.792174393,0.710631626,0.625863458,2.085570618,4.469261165,2.569349351,0.726811267,0.549979667,1.954550259,4.33178544,3.24058575,0.872149452,0.562653346,2.049470364,4.631702526
O15213,O15213,WD repeat-containing protein 46,WDR46,,0.554754371,3.209583312,1.29037037,1.088521135,0.694876986,1.311755446,2.893146124,2.18067783,0.944391515,0.768518286,1.012189715,3.121472568,1.15427585,0.906695391,0.671621037,0.666814831,3.886665671,1.408872981,0.709159879,0.444224296,1.038634719,3.312426156,1.602573108,0.99868231,0.78846271,1.170796802,3.902082886,1.413262331,0.943136213,0.739547372
Q8TAF3;Q8TAF3-3;Q8TAF3-5,Q8TAF3,WD repeat-containing protein 48,WDR48,,0.987795691,1.154570735,0.946426426,1.058844676,1.222050433,0.95625621,1.078281278,1.008182289,0.997065169,1.357330296,0.977332724,1.334092537,1.027861212,1.191206799,1.18870771,0.994024752,1.182992385,1.059157608,1.097327021,1.250717671,0.967153612,1.330279913,1.005597249,1.082746715,1.243555523,0.911891746,1.186915754,1.046188208,1.231897984,1.364973091
P61964,P61964,WD repeat-containing protein 5,WDR5,,0.504229536,2.127182468,1.148601935,0.847998017,0.654604577,1.067882144,2.766384215,1.511479372,0.954192538,0.921942971,0.971002531,2.022919353,1.003749353,0.746463147,0.636332629,0.859889639,2.091682843,0.998745262,0.632505072,0.566380349,1.153623986,2.122905028,1.086472698,0.800789205,0.690628542,1.230963724,2.842888841,1.133250448,0.881999163,0.757668747
Q6PJI9;Q6PJI9-3;Q6PJI9-2,Q6PJI9,WD repeat-containing protein 59,WDR59,,4.276602309,3.383369354,0.774320988,0.563257717,0.500337444,3.690198399,3.466235485,0.956786927,0.482330782,0.449857754,3.05322683,2.871078642,0.870706025,0.572149172,0.494864159,4.11612682,2.74988801,0.924385508,0.543005852,0.470904772,4.538099538,3.050891959,0.760397797,0.512109361,0.494289858,2.189537511,2.793071362,0.873505045,0.445979402,0.44208483
Q9NNW5,Q9NNW5,WD repeat-containing protein 6,WDR6,,2.242263788,2.300525931,0.887914581,0.643299864,0.565875207,1.994149631,2.027371839,0.979181771,0.687626619,0.527408017,2.679690857,2.547056296,0.953937511,0.637237774,0.591953194,2.309836617,2.149320591,1.016655,0.615685006,0.532213579,2.482285195,2.482459851,0.872608969,0.608335976,0.585993394,2.236360018,2.173215947,0.814201939,0.559865245,0.49449617
Q9GZS3,Q9GZS3,"WD repeat-containing protein 61;WD repeat-containing protein 61, N-terminally processed",WDR61,,3.672915904,3.929954488,1.401668335,0.743770919,0.375581324,3.881786819,3.613464871,1.304102653,0.611386708,0.373782632,3.399068206,3.323019625,1.266687381,0.702024249,0.399519868,3.371538515,3.430491265,1.46038329,0.720980975,0.375339135,3.822690498,3.548288286,1.252822655,0.709720607,0.409021658,3.77518173,3.738887696,1.324692757,0.656691952,0.37431856
Q9NW82,Q9NW82,WD repeat-containing protein 70,WDR70,,1.474274809,1.353554279,0.702756089,0.541378455,0.486815142,1.513057264,1.39042395,0.797594798,0.502786995,0.561205802,1.289231168,1.344334623,0.911168652,0.518961735,0.581576565,1.431519593,1.580110497,0.839261421,0.494945158,0.573371309,1.424001244,1.346485406,0.753565751,0.443223056,0.505271369,1.647801098,1.110715053,0.717677607,0.507444295,0.517383269
Q6RFH5;Q6RFH5-2,Q6RFH5,WD repeat-containing protein 74,WDR74,,0.460764689,2.068171927,1.352552553,0.872654023,0.575667219,1.265756361,2.727496009,1.894355256,1.144912776,0.696356803,1.051794351,2.252685862,1.170336613,0.887214786,0.669928767,0.906955036,2.018217112,1.143238281,0.861846091,0.516633082,0.931048298,2.346806307,1.293400865,1.100912518,0.809475057,0.993702373,2.390523227,1.233592624,0.835298507,0.62446095
Q8IWA0,Q8IWA0,WD repeat-containing protein 75,WDR75,,0.728197622,3.068843172,1.101101101,0.696491881,0.480471195,1.557381625,3.624517309,1.564186662,0.840007885,0.569544864,0.931929959,3.926944564,1.262268255,0.745425408,0.541499954,0.994342246,3.339107063,1.194642928,0.68238892,0.436411532,1.238272351,3.143807343,1.274028615,0.893577141,0.623666923,1.535310024,3.275785556,1.125438722,0.712956578,0.495960758
Q9BQA1;Q9BQA1-2,Q9BQA1,Methylosome protein 50,WDR77,,1.054334646,1.410691235,0.92337671,0.724742779,0.508828763,0.853394665,1.080041481,0.739478681,0.762618132,0.506354646,0.939092354,1.385345939,0.836554462,0.728256729,0.568641855,1.006153045,1.182723608,0.950167078,0.892627988,0.611331885,0.936884467,1.430546844,0.812776812,0.646781524,0.510402574,0.918177668,1.160146017,0.779170197,0.699153261,0.60344527
Q6UXN9,Q6UXN9,WD repeat-containing protein 82,WDR82,,0.98815443,3.237465792,0.855922589,0.52181728,0.419412234,1.853361171,3.834104275,1.254847805,0.641392074,0.520243047,1.376544178,2.707778255,0.941619196,0.607668764,0.518621522,1.184597703,2.35344184,0.898286952,0.54309995,0.472120591,1.858245681,2.958997622,1.046530371,0.727407251,0.650298,1.87582671,2.93006943,1.229741773,0.804379529,0.651183876
Q96MX6;Q96MX6-2,Q96MX6,WD repeat-containing protein 92,WDR92,,3.834635557,3.12593587,0.895508842,0.632651543,0.565016259,3.087409425,3.301404069,0.993762587,0.51541334,0.482441308,3.649138125,3.191663086,0.908903849,0.630682938,0.587571659,3.232983878,2.613110348,0.967680583,0.601499691,0.545092256,3.078220208,2.929824817,0.829916078,0.624162351,0.603556498,3.304615529,2.995347506,0.870600403,0.62025617,0.521800281
O76024,O76024,Wolframin,WFS1,,1.537125925,0.718453334,0.660593927,1.965414652,3.45395423,1.171525227,0.699946785,0.656712124,1.48712726,6.671349654,1.279299313,0.689858187,0.803576731,2.712441052,11.19823164,1.276963228,0.717276392,0.812225113,2.725674126,7.384975627,1.132324362,0.697959362,0.873658915,2.828030864,6.76904701,1.08215009,0.627270775,0.871678641,2.3883921,7.334797922
Q9BRP8-2,Q9BRP8,Partner of Y14 and mago,WIBG,,6.283102664,4.007995928,1.084204204,0.668600471,0.435585005,4.718143959,4.04450994,1.218712239,0.576497257,0.382452848,5.018178842,3.555794299,0.901211807,0.597606631,0.462579858,4.669964377,3.374794684,1.016483299,0.54309995,0.366344324,5.271208434,3.523345537,0.896018337,0.62875665,0.461077187,4.367369394,3.59959917,0.886850994,0.500989181,0.359440202
O43516;O43516-3;O43516-2;O43516-4,O43516,WAS/WASL-interacting protein family member 1,WIPF1,,2.961320734,2.871157861,1.08369703,0.748059998,0.621915455,2.892359909,2.950182161,1.285459463,0.633945487,0.582038404,2.854453305,2.462541183,0.862682548,0.620174183,0.582875284,2.984830109,2.998058832,1.125870062,0.602664157,0.590167625,2.950255033,2.720947533,0.876217235,0.653038791,0.581166892,2.932844819,2.467969365,1.019562323,0.55987655,0.532796318
Q8TF74;Q8TF74-2,Q8TF74,WAS/WASL-interacting protein family member 2,WIPF2,,2.187878918,2.289313929,0.915155155,0.655386141,0.611215412,1.718713365,2.202982794,1.068036136,0.636321824,0.514191959,1.540528926,2.036384472,0.912908683,0.683739015,0.632856262,1.454125207,1.99746155,0.993554608,0.617743406,0.585180515,2.093486333,2.0305731,0.846833524,0.680717331,0.613782344,1.889522293,2.09075943,0.864285007,0.555230225,0.489463101
Q5T9L3-2,Q5T9L3,Protein wntless homolog,WLS,,1.47556627,0.846004618,0.902195529,2.089872319,3.790171176,1.280158987,0.828796376,0.752195178,1.518118204,3.528597161,1.215615386,0.761796304,1.019741067,2.445650032,4.380878668,1.288139037,0.819784978,0.907162574,2.316699503,3.757781805,1.085156638,0.757223916,0.937350734,2.275305641,4.235986691,1.092134989,0.753088541,0.923753149,2.192477701,4.050865386
Q9H4A3-5;Q9H4A3;Q9H4A3-2;Q9H4A3-6;Q9H4A3-7;Q9H4A3-4,Q9H4A3,Serine/threonine-protein kinase WNK1,WNK1,,1.595815665,1.541355325,0.937524191,0.657022437,0.583655439,1.140821955,1.56944615,0.925991139,0.698391318,0.591089948,1.292982899,1.46655207,0.908903849,0.623812839,0.642839339,1.240044957,1.336120651,0.965937157,0.646925633,0.604611107,1.33239253,1.616027539,0.901874376,0.608462812,0.603117725,1.359491508,1.271447999,0.79190001,0.620900551,0.557403727
P41221;P41221-2,P41221,Protein Wnt-5a,WNT5A,,1.06320268,0.904852879,1.004391058,2.123465972,6.34161605,0.852278183,0.905549415,1.017078083,2.032699278,4.614782517,0.984576975,0.868170749,1.180307267,3.074993104,6.39323617,0.880196593,0.833701657,0.983080845,2.352456847,5.390807056,0.974580376,0.841095731,1.1004917,3.404009442,6.689702244,0.932669234,0.87673037,1.039927824,2.561809693,5.630877242
Q9H0M0;Q9H0M0-3;Q9H0M0-6,Q9H0M0,NEDD4-like E3 ubiquitin-protein ligase WWP1,WWP1,,1.203928912,1.142886648,0.867147147,0.935316722,0.985042027,1.072816997,1.12572489,0.917831866,0.989530975,1.033000005,1.373952073,1.301074345,1.180417746,0.968933493,1.28895827,1.286869059,1.179005525,0.991771558,0.956650101,0.982190501,1.440265976,1.132036116,0.725956597,1.005305993,1.219301132,1.197602688,0.99453153,0.926811825,0.836530744,1.31615348
O00308;O00308-2;O00308-3,O00308,NEDD4-like E3 ubiquitin-protein ligase WWP2,WWP2,,1.672872856,1.167110475,0.884364364,1.049250031,1.18580281,1.39314703,1.140516053,0.831866045,0.947074477,0.953432713,1.450350957,1.211989686,0.898118419,1.015539822,1.075640504,1.483715703,1.169165298,1.003539683,1.147034434,1.040628624,1.390156249,1.096751608,0.83143924,1.062368319,1.286335881,1.313371338,1.055786987,0.828274049,1.014221599,1.054445491
Q9HCS7,Q9HCS7,Pre-mRNA-splicing factor SYF1,XAB2,,1.148855263,1.90589294,1.138365032,0.914503533,0.520510461,1.551352619,2.408339815,1.433914495,0.95573661,0.659137093,1.702330848,2.058157857,1.146583808,0.958910768,0.64966089,1.582012027,1.900851127,1.132777726,0.919128415,0.624998593,1.642379195,1.979958283,1.125897445,1.082042067,0.67573464,1.639021878,2.07830506,1.30818911,1.129373594,0.848449977
Q9NQH7;Q9NQH7-4;Q9NQH7-2,Q9NQH7,Probable Xaa-Pro aminopeptidase 3,XPNPEP3,,0.649303687,0.882768184,15.34868202,14.43907277,29.68648383,0.485714605,0.912358263,4.700500604,39.58408621,6.103370245,0.482458953,0.862670105,13.24826515,18.95516702,49.14009104,0.570550472,0.869001045,10.03684968,6.081218573,9.424737417,0.450078633,0.808553466,13.4753965,22.17524575,30.92373883,0.515937211,0.892749266,11.67137937,21.58449868,20.40775999
O14980,O14980,Exportin-1,XPO1,,0.659735824,0.803841586,0.695402069,0.807611256,1.441192711,0.684582491,0.742819327,0.545267277,0.862719975,1.374590448,0.659963574,0.765463401,0.707184533,0.776478779,1.256411602,0.66390658,0.719471405,0.662224453,0.82780604,1.171126547,0.637888455,0.688113541,0.694620873,0.786710355,1.38932563,0.684673823,0.690816692,0.66737449,0.880902585,1.513524195
Q9HAV4,Q9HAV4,Exportin-5,XPO5,,1.032408504,1.402178964,0.704397731,0.494781207,0.516706546,0.814418257,1.294281387,0.619045975,0.47976828,0.530699488,0.895272137,1.206002005,0.730440186,0.517818908,0.545422346,0.817993053,1.046095267,0.691823069,0.543641015,0.540746828,1.118870079,1.25130913,0.711301712,0.466095902,0.521469402,1.130014398,1.256617279,0.700458801,0.58882847,0.565621695
Q9UIA9,Q9UIA9,Exportin-7,XPO7,,0.641784513,0.681852046,0.418925592,0.321941242,0.617694337,0.561266984,0.770177521,0.382116347,0.408719077,0.688208406,0.60794412,0.815227045,0.372559986,0.499047644,0.726718178,0.76014554,0.792623563,0.630486178,0.593724821,0.655562936,0.629803926,0.834006739,0.786498577,0.352816827,0.596718954,0.627222606,0.851377854,0.423681634,0.497258555,0.716764887
O43592,O43592,Exportin-T,XPOT,,0.626286977,0.827947392,0.527020354,0.391744143,0.707393092,0.453816696,0.620833163,0.35998619,0.420250337,0.696085859,0.562268501,0.653129924,0.482679095,0.41757852,0.84238282,0.564683172,0.586501419,0.476932627,0.503225806,0.814745185,0.528723398,0.547558966,0.492099523,0.322150583,0.600229137,0.522913765,0.596392527,0.396373599,0.325491482,0.824261022
P18887,P18887,DNA repair protein XRCC1,XRCC1,,0.51410204,2.517389669,1.232739406,0.963307301,0.794919934,0.922683578,2.875407644,1.603199263,1.131224197,1.030892661,0.990320534,2.720813637,1.049791127,0.875011494,0.920620761,0.769378282,1.565178438,1.04658381,0.905954656,0.819743552,0.929051084,3.044619805,1.178128581,0.878004439,0.956671176,1.003277576,2.238494023,1.347137717,0.92174729,0.869465658
P13010,P13010,X-ray repair cross-complementing protein 5,XRCC5,,3.316329093,3.606281672,0.980647314,0.592202802,0.496337199,3.786662498,3.808315254,1.047770297,0.532649999,0.441769567,3.730857646,3.354390488,0.824249957,0.551512604,0.483792258,3.681032238,3.411079588,0.959940829,0.528726439,0.446487071,4.078979627,3.372084543,0.868350031,0.594299405,0.517776396,4.188390359,3.629518288,0.942094203,0.577681812,0.493821994
P12956;P12956-2,P12956,X-ray repair cross-complementing protein 6,XRCC6,,3.303844967,3.588430983,0.94661328,0.590430148,0.504190441,3.585918921,3.750733418,1.015478451,0.536373293,0.440063622,3.400841752,3.144248675,0.809252546,0.538573699,0.46714505,3.330899208,3.237718381,0.964088069,0.514047108,0.429296739,3.899469602,3.322636638,0.89036933,0.575344396,0.52703938,4.097203526,3.604323241,0.931432847,0.56141402,0.486301449
Q8IZH2-2;Q8IZH2,Q8IZH2,5-3 exoribonuclease 1,XRN1,,4.872539946,3.498734962,1.100807474,0.689140945,0.477501687,3.63482086,3.519041576,1.107359457,0.585082734,0.443997331,4.554737754,3.417991692,1.027253582,0.675555322,0.498379882,4.052500905,3.113334329,1.143092996,0.608604111,0.442197931,4.349619991,3.123094651,1.047447225,0.701236656,0.516484454,3.765934285,3.066351729,1.015502426,0.568739614,0.432541758
Q9H0D6;Q9H0D6-2,Q9H0D6,5-3 exoribonuclease 2,XRN2,,0.947200758,4.154637122,1.181915249,0.716090244,0.429007915,1.852021392,4.6638558,1.504229242,0.734134937,0.462281049,1.435616887,4.105715514,1.175763853,0.631313463,0.431672985,1.329667329,2.907122592,1.054244317,0.590960685,0.347105112,2.031536838,3.996090844,1.219091279,0.703576084,0.523041671,1.849137881,3.999856846,1.298616994,0.71098952,0.44946589
Q8NBI6,Q8NBI6,Xyloside xylosyltransferase 1,XXYLT1,,1.489485353,0.797512706,0.846726727,2.148382298,5.09245966,1.300478971,0.804289983,0.707877323,1.76144639,4.78156375,1.162327165,0.699341069,1.026922147,2.981202464,4.686274253,1.427328664,0.795236673,0.945187748,2.449378069,5.066926342,1.15053847,0.67339586,0.98958187,2.594651728,5.325849818,1.075360826,0.744943096,0.905819186,2.138779294,4.642280108
P46937;P46937-6;P46937-7;P46937-9;P46937-2;P46937-5;P46937-3;P46937-8;P46937-4,P46937,Transcriptional coactivator YAP1,YAP1,,0.483996642,0.905487243,0.791297965,0.877253006,0.961077367,0.463909699,0.817757583,0.70163991,0.751152578,1.203895576,0.558202989,1.023033949,0.821791818,0.765273819,1.120649622,0.536946845,1.02327908,0.871369514,0.780145264,1.163583965,0.497174601,0.810624736,1.184457836,0.510277279,0.931246724,0.558522282,0.755207215,0.716775407,0.507647784,0.884750846
P54577,P54577,"Tyrosine--tRNA ligase, cytoplasmic;Tyrosine--tRNA ligase, cytoplasmic, N-terminally processed",YARS,,0.670397555,0.953418554,0.48627294,0.397867857,0.436922511,0.533645204,0.775212521,0.398803153,0.309241434,0.388303237,0.877986889,1.159561667,0.505175211,0.427167759,0.453383883,0.744981998,0.936792594,0.520756013,0.379427765,0.376926454,0.93363152,1.148095745,0.502658139,0.402184406,0.431447829,0.720024816,0.911545344,0.423351561,0.320121641,0.421545722
P67809,P67809,Nuclease-sensitive element-binding protein 1,YBX1,,5.103998508,2.872928177,1.04349683,0.672443287,0.520117799,3.939843916,2.77170576,0.986305311,0.511930966,0.441538763,3.86864849,2.559232202,0.987329536,0.658320964,0.524734681,4.091235244,2.710467373,1.072669159,0.604851942,0.464442918,3.903296598,2.561518153,0.93474805,0.642102667,0.533255329,3.795666577,2.440483859,0.903442661,0.546039319,0.444653671
