Lead gene name,Lead ID,Protein names,Majority protein IDs,Organellar markers,Profiled in how many +EGF Maps,Log2 Ratio H/L EGF1_03K,Log2 Ratio H/L EGF1_06K,Log2 Ratio H/L EGF1_12K,Log2 Ratio H/L EGF1_24K,Log2 Ratio H/L EGF1_80K,Log2 Ratio H/L EGF2_03K,Log2 Ratio H/L EGF2_06K,Log2 Ratio H/L EGF2_12K,Log2 Ratio H/L EGF2_24K,Log2 Ratio H/L EGF2_80K,Log2 Ratio H/L EGF3_03K,Log2 Ratio H/L EGF3_06K,Log2 Ratio H/L EGF3_12K,Log2 Ratio H/L EGF3_24K,Log2 Ratio H/L EGF3_80K
RRP12,Q5JTH9,RRP12-like protein,Q5JTH9;Q5JTH9-2;Q5JTH9-3,,3,-0.436470869,1.199939268,-0.154762882,-0.871970611,-1.734227074,-0.151506251,1.587797015,0.250476553,-0.58642758,-1.355497628,-0.434285854,1.079702372,0.111164889,-0.957299637,-1.974092386
RRP15,Q9Y3B9,RRP15-like protein,Q9Y3B9,,2,-0.293164475,2.571870936,-0.338104497,-1.208427614,-1.824750072,,,,,,-0.064766575,1.830093032,0.302757716,-0.852953857,-1.682834882
RRP1B,Q14684,Ribosomal RNA processing protein 1 homolog B,Q14684;Q14684-2,,3,-0.786397644,1.537494874,-0.220967262,-1.611490818,-1.684225119,-0.305841892,1.642239466,-0.075869702,-0.859587789,-1.088714922,-0.703102142,0.916553077,0.011924948,-1.20889443,-1.778283743
RRS1,Q15050,Ribosome biogenesis regulatory protein homolog,Q15050,,3,0.031254025,1.875150958,0.115432826,-1.003842682,-1.810460056,0.026870865,2.193393282,0.237563718,-0.867594251,-1.28208783,0.16542962,1.77243467,0.361768359,-0.582987361,-1.639894224
RSL1D1,O76021,Ribosomal L1 domain-containing protein 1,O76021,,3,-1.137013091,1.512631442,-0.031356244,-1.017679916,-1.459258506,-0.82863943,2.226970858,0.610794538,-0.417232064,-0.857050757,-0.885339801,1.497791175,0.367706537,-0.714183528,-1.418889825
RSU1,Q15404,Ras suppressor protein 1,Q15404;Q15404-2,,3,-0.102387814,0.293958979,-0.213671293,-0.375010127,-0.256493649,0.134746655,0.267116262,0.144960005,-0.243010901,-0.250937769,0.080930488,0.068464451,-0.191590235,-0.276852135,-0.343860629
RTCA,O00442,RNA 3-terminal phosphate cyclase,O00442;O00442-2,,3,0.925011974,0.993348292,0.095451881,-0.455514614,-0.521639044,0.728660667,0.896620611,-0.216216498,-0.927825583,-1.188430327,1.05046687,1.289598422,0.443924858,-0.118288401,-0.436217081
RTCB,Q9Y3I0,tRNA-splicing ligase RtcB homolog,Q9Y3I0,,3,1.806406554,1.459221757,-0.216199738,-1.139076919,-1.102744082,1.921245889,1.510860674,-0.016263942,-1.02620507,-1.022712749,1.847435749,1.385265359,-0.137028955,-1.122491311,-1.347362073
RTFDC1,Q9BY42,Protein RTF2 homolog,Q9BY42,,2,0.549521321,1.173511248,0.078746447,-0.72859823,-0.947723235,0.722028778,0.918920467,0.01678155,-1.028616473,-1.063258426,,,,,
RTN1,Q16799,Reticulon-1,Q16799;Q16799-3;Q16799-2,ER_Tubular,2,0.250597823,-0.214926589,-0.481928209,0.372840689,0.555521697,,,,,,0.609187605,-0.13802876,-0.243181648,0.741919948,1.245495663
RTN3,O95197,Reticulon-3,O95197;O95197-7;O95197-2,ER_Tubular,3,0.18142064,-0.459972731,-0.434344338,0.394843362,0.796680808,0.408059648,-0.290603482,-0.365629774,0.468218362,0.935233425,0.48398341,-0.278216138,-0.312760106,0.4379734,1.044673888
RTN4,Q9NQC3,Reticulon-4,Q9NQC3;Q9NQC3-4;Q9NQC3-6,ER_Tubular,3,0.189792938,-0.278128663,-0.534244894,0.338567037,0.772645803,0.339593501,-0.296101962,-0.350099479,0.389566812,0.835358201,0.458906907,-0.203186315,-0.366075963,0.419754605,1.04453401
RTN4IP1,Q8WWV3,"Reticulon-4-interacting protein 1, mitochondrial",Q8WWV3;Q8WWV3-2;Q8WWV3-3,,2,-1.238544507,-0.832153977,0.350836665,1.764133804,0.561888195,-1.14407407,-0.636234582,3.460742564,2.884168076,2.979732709,,,,,
RTN4RL2,Q86UN3,Reticulon-4 receptor-like 2,Q86UN3;Q86UN3-2,Plasma membrane,1,,,,,,,,,,,-0.297111998,-0.579382861,-0.513522449,0.385817545,2.535853894
RUFY1,Q96T51,RUN and FYVE domain-containing protein 1,Q96T51;Q96T51-2,,1,,,,,,,,,,,0.493954694,-0.257028003,-0.652561111,0.759326305,0.993710587
RUVBL1,Q9Y265,RuvB-like 1,Q9Y265;Q9Y265-2,,3,-0.096205863,0.631895859,-0.341537139,-0.794682564,-0.853396909,0.105543992,0.804714436,-0.171108497,-0.827947791,-0.818452144,-0.024971521,0.425566724,-0.324726028,-1.01377112,-1.041773501
RUVBL2,Q9Y230,RuvB-like 2,Q9Y230;Q9Y230-2,,3,-0.057902177,0.484086559,-0.399387695,-0.852432793,-0.72910034,0.02446153,0.753433388,-0.217910205,-0.86638387,-0.877711609,-0.228452428,0.452595435,-0.389451112,-1.06875568,-1.074030954
RWDD1,Q9H446,RWD domain-containing protein 1,Q9H446;Q9H446-2,,2,1.832525498,1.007051943,-0.568387737,-1.251951024,-0.949700311,,,,,,1.504061001,1.069152202,-0.258666772,-0.968209599,-1.403618196
S100A10,P60903,Protein S100-A10,P60903,,3,-0.6041475,-0.379132116,-0.474973511,-0.196491893,0.891652488,-0.32552127,-0.011747959,0.139862368,0.23572706,1.152767519,-0.266107732,-0.194938724,-0.229822163,0.192067884,1.183327706
S100A11,P31949,Protein S100-A11,P31949,,2,-1.298069528,-0.757501146,-1.161491897,-0.933325237,-0.364552054,,,,,,-1.13517401,-0.506373159,-0.783836963,-1.283140764,-0.256304087
S100A13,Q99584,Protein S100-A13,Q99584,,3,-0.421631234,-0.100638726,-0.667584215,-0.671623066,-0.250028163,-0.254014081,-0.103053953,-0.329413427,-0.494413897,-0.287377809,-0.214457818,-0.227235976,-0.472889618,-0.707406697,-0.349106799
S100A16,Q96FQ6,Protein S100-A16,Q96FQ6,,3,-0.469250032,-0.156932699,-0.393728347,-0.68258015,-0.251830771,-0.348573974,0.125651102,-0.263559642,-0.367229256,-0.092386315,-0.391739559,-0.200216389,-0.415941872,-0.498056477,-0.351921168
S100A4,P26447,Protein S100-A4,P26447,,3,-1.540820219,-0.886352836,-1.40981479,-1.409431513,-0.751319444,-1.765866604,-1.133242331,-1.534537424,-1.7358119,-0.776280909,-1.219874712,-0.680220234,-1.105442188,-1.658173613,-0.427556545
S100A6,P06703,Protein S100-A6,P06703,,3,-2.029558603,-1.148352888,-1.532490959,-1.408971714,-0.773935445,-1.984274084,-1.344648171,-1.622642995,-1.832590686,-1.21330328,-1.424455308,-0.836707382,-1.277184274,-1.754966853,-0.584371117
SAC3D1,A6NKF1,SAC3 domain-containing protein 1,A6NKF1;A6NKF1-2,,1,,,,,,0.909581116,1.915750337,0.306962124,-0.577164208,-1.356494716,,,,,
SACM1L,Q9NTJ5,Phosphatidylinositide phosphatase SAC1,Q9NTJ5;Q9NTJ5-2,ER,3,0.134483822,-0.605354161,-0.644487507,0.998917573,2.75896403,0.224040274,-0.616193427,-0.375945909,1.194402292,2.718569863,0.544584299,-0.421998438,-0.38984802,1.285934808,3.017102367
SAFB,Q15424,Scaffold attachment factor B1,Q15424;Q15424-3;Q15424-4;Q15424-2,,3,-0.396270408,1.590290621,-0.090772209,-1.334861952,-1.777838428,-0.102062602,2.324292177,0.542703792,-0.707995749,-1.22239723,-0.075793674,1.564134243,0.16491497,-1.091110253,-1.607924421
SAFB2,Q14151,Scaffold attachment factor B2,Q14151,,1,-0.165110834,1.200378798,0.010779839,-1.322360968,-1.992574834,,,,,,,,,,
SAMM50,Q9Y512,Sorting and assembly machinery component 50 homolog,Q9Y512,,3,-1.221522258,-0.697429432,2.899775017,4.791449445,1.433814084,-1.192941891,-0.744463011,2.870818419,6.403796023,7.417177412,-0.847102713,-0.387109687,3.317289595,4.824513297,5.225159226
SAP18,O00422,Histone deacetylase complex subunit SAP18,O00422,,3,0.561497221,0.862431554,-0.166211239,-1.412116596,-2.008217869,0.730400845,2.711560983,0.593019056,-0.884940115,-1.515067896,0.890096434,2.314580525,0.398459827,-1.078533201,-1.979487131
SAR1A,Q9NR31,GTP-binding protein SAR1a,Q9NR31;Q9NR31-2,,3,-2.432766099,-0.705476292,-0.190174004,-0.062007859,0.424922088,-1.857678061,-0.443673594,-0.160346715,-0.037680494,0.650029241,-1.321495351,-0.479733659,0.082838815,0.03801469,0.504976256
SARNP,P82979,SAP domain-containing ribonucleoprotein,P82979,,3,0.432745659,1.726395292,-0.114675542,-1.37433674,-1.822043949,0.868212636,2.25939302,0.458066971,-0.875698337,-1.296296826,0.783749983,1.850199342,0.253021096,-0.920898421,-1.53679608
SARS,P49591,"Serine--tRNA ligase, cytoplasmic",P49591,,3,1.115632576,1.16079114,-0.079965913,-0.732835785,-0.956851508,0.605209844,0.800330473,-0.508526543,-1.346114511,-1.496305263,0.4760187,0.438292852,-0.486711397,-1.254220549,-1.723372322
SARS2,Q9NP81,"Serine--tRNA ligase, mitochondrial",Q9NP81;Q9NP81-2,Mitochondrion,3,-1.211097171,-0.721135031,2.529396195,2.433627167,3.939320623,-1.157785446,-0.749911582,3.27524549,3.622579003,1.889823952,-0.917951472,-0.492098826,3.490185018,4.309685524,3.301602278
SART1,O43290,U4/U6.U5 tri-snRNP-associated protein 1,O43290,,3,0.805540107,1.560372579,-0.141350545,-1.21702118,-1.469329925,0.759922794,1.726569678,0.325846898,-0.869965329,-1.274773638,0.610322096,1.348005741,-0.092109482,-1.13289427,-1.732212539
SART3,Q15020,Squamous cell carcinoma antigen recognized by T-cells 3,Q15020;Q15020-4,,2,,,,,,0.634221512,0.994217647,0.086783766,-1.041328046,-1.308858945,0.910041845,1.553950241,0.22650853,-0.91975167,-1.246703545
SBDS,Q9Y3A5,Ribosome maturation protein SBDS,Q9Y3A5,,3,1.913071308,1.887408291,0.686343643,-0.255683877,-1.464225716,2.164335768,2.094067126,0.781065898,-0.240520289,-1.557666877,1.861121654,1.743773454,0.744419466,-0.28498525,-1.800575781
SCAF1,Q9H7N4,"Splicing factor, arginine/serine-rich 19",Q9H7N4,,1,,,,,,1.280778192,1.262493294,0.128029389,-1.110635491,-1.517048487,,,,,
SCAF11,Q99590,Protein SCAF11,Q99590;Q99590-2,,1,,,,,,,,,,,-1.222195266,0.535555333,-0.149696626,-0.875539514,-1.451109676
SCAF4,O95104,"Splicing factor, arginine/serine-rich 15",O95104;O95104-2;O95104-3,,1,,,,,,-0.480095832,1.441961466,0.304511042,-1.055831215,-0.891080842,,,,,
SCAMP1,O15126,Secretory carrier-associated membrane protein 1,O15126;O15126-2,Endosome,3,0.583519084,0.134615244,-0.698154857,-0.581086861,-0.326172248,0.926075348,0.427927928,-0.320918562,-0.434753793,-0.311667433,0.979147348,0.208766947,-0.427828221,-0.581022116,-0.241628592
SCAMP2,O15127,Secretory carrier-associated membrane protein 2,O15127,Endosome,3,0.82277093,0.078473209,-0.85425734,-0.508464973,0.053806444,0.922197848,-0.017329443,-0.624443377,-0.634957018,-0.118726939,0.717210299,0.517628449,-0.471728753,-0.428915435,-0.03041294
SCAMP3,O14828,Secretory carrier-associated membrane protein 3,O14828,Endosome,3,0.792355631,0.221567789,-0.524749061,-0.360971635,-0.559919527,1.028781298,0.246468895,-0.265674066,-0.335171318,-0.633300111,1.004465437,0.241474126,-0.178257136,-0.259132868,-0.577853133
SCAMP4,Q969E2,Secretory carrier-associated membrane protein 4,Q969E2;Q969E2-2;Q969E2-3,,2,,,,,,0.180020521,0.046002047,-0.093971432,-0.104201053,0.3035762,0.236339539,0.013926706,-0.404362674,-0.072103546,0.164400135
SCARB1,Q8WTV0-2,Scavenger receptor class B member 1,Q8WTV0-2;Q8WTV0-4;Q8WTV0-3;Q8WTV0-5;Q8WTV0,,3,0.025170576,-0.757647491,-0.827000527,0.802730896,2.655512119,0.221444053,-0.589962881,-0.506619097,0.936892302,2.885964757,0.344146748,-0.65560324,-0.680937055,0.684010782,2.607105384
SCARB2,Q14108,Lysosome membrane protein 2,Q14108;Q14108-2,Lysosome,3,0.756083908,-0.938541749,-0.902739807,1.238053099,3.093323539,1.064193062,-0.91893312,-0.805912948,1.451488083,2.997491137,1.117562069,-0.621222058,-0.551373874,1.352927978,3.060047384
SCD,O00767,Acyl-CoA desaturase,O00767,ER,3,0.194465332,-0.644667934,-0.778531199,0.761285273,2.564573279,0.125651102,-0.797237515,-0.595532803,0.87530826,2.515460158,-0.697920809,-1.79876764,-1.794157106,-0.072664809,1.411914293
SCFD1,Q8WVM8,Sec1 family domain-containing protein 1,Q8WVM8;Q8WVM8-2;Q8WVM8-3,,3,0.02644598,-0.328616037,-0.319837702,0.2391536,1.006333934,0.14834845,-0.345216201,-0.135126479,0.238542314,0.936063102,0.361543798,-0.179449304,-0.135950577,0.453227826,1.175811994
SCFD2,Q8WU76,Sec1 family domain-containing protein 2,Q8WU76;Q8WU76-2,,3,0.533762671,-0.635987946,-0.668271856,0.634500338,1.807931885,0.683292219,-0.633031603,-0.474773006,0.853356969,2.886725718,0.833821138,-0.818197745,-0.49648843,1.076559095,2.264536431
SCO1,O75880,"Protein SCO1 homolog, mitochondrial",O75880,,3,-1.200514764,-0.829536493,2.565524064,2.588132944,2.594739622,-1.164722657,-0.795408511,1.607436847,5.062078527,6.103581564,-0.81911379,-0.395624983,3.132938705,4.738929928,5.878210352
SCO2,O43819,"Protein SCO2 homolog, mitochondrial",O43819,,2,,,,,,-1.16355875,-0.820590866,3.151923743,3.548806499,3.984042426,-0.944526664,-0.505615113,3.073923035,1.888110029,4.292192774
SCP2,P22307,Non-specific lipid-transfer protein,P22307;P22307-7;P22307-8;P22307-4;P22307-2,,3,0.587172939,-0.767756764,-0.822987963,1.088752204,4.269781238,0.678252231,-0.72403942,-0.476839545,1.429107082,4.409798228,0.751120896,-0.648439511,-0.651812914,1.07244885,4.097526525
SCPEP1,Q9HB40,Retinoid-inducible serine carboxypeptidase,Q9HB40;Q9HB40-2,,1,,,,,,,,,,,1.053667449,-1.035993287,-0.930187866,0.703366528,2.781044909
SCRIB,Q14160,Protein scribble homolog,Q14160;Q14160-3;Q14160-2,,3,-0.939980294,-0.562559176,-0.070527112,1.20870453,3.634593268,-0.643946361,-0.201161456,0.440208075,1.756724433,3.513995979,-0.62166595,-0.526306587,0.153027043,1.353379756,3.496206666
SCYL1,Q96KG9-2,N-terminal kinase-like protein,Q96KG9-2;Q96KG9;Q96KG9-3;Q96KG9-4;Q96KG9-5;Q96KG9-6,,3,-0.692081916,-0.267930555,-0.037073464,-0.339746764,-0.650861223,-0.300235177,0.125651102,-0.061797027,-0.400320388,-0.419584337,-0.283070545,0.252052275,-0.106249498,-0.448488904,-0.533012741
SCYL2,Q6P3W7,SCY1-like protein 2,Q6P3W7,Endosome,3,0.318692833,0.790938814,0.03885755,-0.5603875,0.420724919,0.438612232,0.859572057,0.008773707,-0.579727813,-0.101474309,0.410341105,0.510354341,-0.312348017,-0.925275367,-0.015170069
SDC1,P18827,Syndecan-1,P18827,,3,-1.015549184,-0.755746161,-0.624866014,0.642840175,2.869456893,-0.549831303,-0.500075046,-0.316294564,1.232046713,3.545721311,-0.788838248,-1.026058164,-0.562985378,0.333080194,2.667733204
SDC2,P34741,Syndecan-2,P34741,,3,-0.685431075,-0.468171919,-0.686684483,0.778881397,3.219091058,-0.188331691,-0.468970444,-0.045639883,1.183581791,2.801075859,-0.344574894,-0.613387679,-0.391834201,0.711318689,3.03562391
SDCBP,O00560,Syntenin-1,O00560;O00560-3,,3,0.358283723,-0.862470246,-0.890117958,1.169540231,2.496615738,0.408820535,-0.853944396,-0.903981091,1.176067406,2.147013571,0.395720913,-0.98279071,-1.006941609,0.853277114,1.857105163
SDF2,Q99470,Stromal cell-derived factor 2,Q99470,,3,0.353210356,-0.748311201,-0.700872592,1.236155823,3.772730248,0.358733827,-0.816443615,-0.421032313,1.520045024,3.084064265,0.538240158,-0.802310711,-0.593985864,1.185929959,3.095553152
SDF2L1,Q9HCN8,Stromal cell-derived factor 2-like protein 1,Q9HCN8,ER,3,0.310340121,-0.765793012,-0.742796231,1.308710351,3.799605422,0.491596594,-0.792282031,-0.384395374,1.690729962,3.415758667,0.771378539,-0.542521275,-0.501279376,1.613720228,3.555325359
SDF4,Q9BRK5,45 kDa calcium-binding protein,Q9BRK5;Q9BRK5-6;Q9BRK5-4;Q9BRK5-3;Q9BRK5-2,Golgi,3,-0.589832594,-0.583398025,-0.016993652,0.658462861,1.263575315,-0.432045749,-0.47919057,0.286526343,0.813278405,1.406264541,-0.564350072,-0.832539302,-0.284018797,0.58842082,1.098486934
SDHA,P31040,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",P31040;P31040-2;P31040-3,,3,-1.258218082,-0.80233587,2.728921827,5.112283109,5.345005983,-1.136981363,-0.767781328,3.039559557,4.992269926,5.371907298,-1.376807365,-0.908821492,2.80760222,4.716442237,4.943077398
SDHAF2,Q9NX18,"Succinate dehydrogenase assembly factor 2, mitochondrial",Q9NX18,Mitochondrion,3,-1.183932827,-0.747003117,2.9640289,4.652887984,4.430084513,-1.138886288,-0.76488568,3.120965652,6.131877534,3.386397112,-0.95223828,-0.561366478,3.246347277,4.777998256,4.304803056
SDHB,P21912,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial",P21912,Mitochondrion,3,-1.284510728,-0.773146251,2.530420384,4.483428857,4.007195501,-1.146595121,-0.724682985,2.847976869,4.127798338,4.728301493,-0.882836925,-0.396384336,3.051058817,4.829748101,4.184756353
SEC11A,P67812,Signal peptidase complex catalytic subunit SEC11A,P67812;P67812-4;P67812-3;P67812-2,ER,3,0.259423152,-0.771692306,-0.778333231,1.25344475,3.468322644,0.263515224,-0.80906914,-0.457652791,1.431141535,3.767231037,0.39835037,-0.733699186,-0.63717667,1.293488202,3.71633248
SEC13,P55735,Protein SEC13 homolog,P55735;P55735-3;P55735-2,Large Protein Complex,3,0.526369342,0.796846903,0.022616379,-0.76544963,-0.799721654,0.663936606,0.840281941,-0.062414551,-0.826284093,-0.789561259,0.576280258,0.63784206,0.018918982,-0.816748528,-0.998154531
SEC22B,O75396,Vesicle-trafficking protein SEC22b,O75396,ER_Tubular,3,0.339479485,-0.463927201,-0.588400207,0.367594722,1.057138304,0.468009774,-0.382362984,-0.29390713,0.456701031,1.062743429,0.709996369,-0.36367932,-0.431481402,0.459326692,1.09990111
SEC23A,Q15436,Protein transport protein Sec23A,Q15436;Q15436-2,Large Protein Complex,3,0.801407018,0.984917405,0.173894961,-0.843473941,-0.928292239,0.892740728,0.917087988,0.175301034,-0.950229848,-1.003611254,1.137044411,0.960734102,0.130535557,-0.871231499,-1.000981366
SEC23B,Q15437,Protein transport protein Sec23B,Q15437,Large Protein Complex,3,0.241840184,0.676718744,0.100977648,-0.784383523,-0.456999123,0.479541007,0.528171209,0.128029389,-0.812460265,-0.604191361,0.685087956,0.615698782,0.055056793,-0.809549487,-0.746615764
SEC23IP,Q9Y6Y8,SEC23-interacting protein,Q9Y6Y8;Q9Y6Y8-2,,3,1.018776585,1.714970805,0.353774945,-0.72549381,-1.253016569,1.322216605,1.588132944,0.390337512,-0.978975184,-1.350559284,0.825867018,1.493852248,0.570560079,-1.117912617,-1.427595353
SEC24A,O95486,Protein transport protein Sec24A,O95486,Large Protein Complex,3,0.445196982,0.874049364,-0.161508033,-0.977355216,-0.732715909,0.520547968,0.842938617,-0.021526111,-1.176413665,-0.876890067,0.855989697,1.014355293,-0.116003897,-1.0375028,-0.835728602
SEC24B,O95487,Protein transport protein Sec24B,O95487;O95487-3;O95487-2,Large Protein Complex,3,1.15438878,1.384215624,0.068051643,-1.08886835,-0.990022279,1.337996464,1.287590496,0.094100916,-1.138854519,-0.937187508,1.798340891,1.162790092,0.044464067,-1.203800973,-1.189449958
SEC24C,P53992,Protein transport protein Sec24C,P53992,Large Protein Complex,3,0.495285829,0.714663152,0.15704371,-0.720493046,-0.759185013,0.660837368,0.678883193,0.191941593,-0.857651918,-0.841792252,0.912879758,0.747945893,0.214622201,-0.720707009,-0.883715099
SEC24D,O94855,Protein transport protein Sec24D,O94855;O94855-2,Large Protein Complex,3,-0.021643266,0.326422296,-0.020106359,-0.78095852,-0.740432224,0.23780843,0.444773066,0.177088602,-0.760968637,-0.718568803,0.4089292,0.770110162,0.011209361,-0.780760218,-0.972987535
SEC31A,O94979,Protein transport protein Sec31A,O94979;O94979-9;O94979-3;O94979-2;O94979-8;O94979-4;O94979-6;O94979-10;O94979-5,Large Protein Complex,3,0.968938605,1.3398785,0.108357178,-0.882730515,-0.94227941,1.165365299,1.301353519,0.059770581,-1.043973094,-1.049427074,1.213813846,1.195032565,0.02644598,-1.042962054,-1.264893795
SEC61A1,P61619,Protein transport protein Sec61 subunit alpha isoform 1,P61619,ER,3,0.232783534,-0.818859275,-0.745091573,1.346474729,4.198101209,0.331475926,-0.863283616,-0.511279347,1.676628488,4.12713799,0.663845547,-0.695465595,-0.57132159,1.530520266,4.066261442
SEC61B,P60468,Protein transport protein Sec61 subunit beta,P60468,ER,2,,,,,,0.348345745,-0.765400582,-0.346829893,1.758175235,4.122092874,0.64579387,-0.595750815,-0.549936906,1.488257913,3.867303454
SEC62,Q99442,Translocation protein SEC62,Q99442,ER,3,0.304511042,-0.718758738,-0.764665063,1.020413303,3.830458164,0.343350966,-0.827819746,-0.548269282,1.313768262,4.466822859,0.139731422,-1.188528969,-1.234533147,0.796514695,2.972012497
SEC63,Q9UGP8,Translocation protein SEC63 homolog,Q9UGP8,ER,3,0.241962182,-0.863126153,-0.823600626,1.231370964,3.822526219,0.389456678,-0.814513996,-0.472929664,1.5452765,3.778208576,0.655260226,-0.637962213,-0.580266964,1.430178204,4.091022751
SEH1L,Q96EE3-1,Nucleoporin SEH1,Q96EE3-1;Q96EE3,,3,0.048654702,0.046141782,-0.18478529,-0.183555937,0.047538389,0.202887833,0.026304324,-0.2012278,-0.236469445,-0.15168253,-0.091002685,0.017351842,-0.099695409,-0.089773905,-0.245386102
SEL1L,Q9UBV2,Protein sel-1 homolog 1,Q9UBV2,ER,3,0.183073576,-0.702233381,-0.792257047,0.843260306,2.977756163,0.425781539,-0.686266559,-0.687288364,1.066054738,1.636450617,0.588996402,-0.633076351,-0.719613752,0.993493221,2.175748134
SELENBP1,Q13228,Selenium-binding protein 1,Q13228;Q13228-4;Q13228-2;Q13228-3,,1,,,,,,,,,,,-0.921089635,-0.887473335,-1.275786313,-1.6088922,-0.043541829
SEMA3B,Q13214,Semaphorin-3B,Q13214;Q13214-2,,1,-0.244445806,-0.57037868,-0.643067432,0.54606718,1.532865503,,,,,,,,,,
SEMA3C,Q99985,Semaphorin-3C,Q99985,,3,-0.725326838,-0.600030517,-0.461005014,0.150169706,1.933685934,0.011924948,-0.355110057,-0.25889117,0.549225575,1.917317175,-0.452175109,-1.134160348,-0.949867513,0.60312187,0.950393758
